2.586656133321804774e+00 8.063792733568245774e-01 6.481846633575335304e+00 -1.184054058394587106e+00
2.585148485788312467e+00 8.060948095478828179e-01 6.464502198718439452e+00 -1.182839392829850178e+00
2.583639539353415504e+00 8.058094229698857802e-01 6.447155121450149018e+00 -1.181621784201587477e+00
2.582129291416927153e+00 8.055231090947913009e-01 6.429805397536744849e+00 -1.180401219761118448e+00
2.580617739427740531e+00 8.052358633686886868e-01 6.412453022845160611e+00 -1.179177686650031198e+00
2.579104880833363200e+00 8.049476812093920852e-01 6.395097993262290892e+00 -1.177951171930667229e+00
2.577590713080071261e+00 8.046585580062567411e-01 6.377740304695746154e+00 -1.176721662585495931e+00
2.576075233613048354e+00 8.043684891199893716e-01 6.360379953074470905e+00 -1.175489145516477096e+00
2.574558439876569071e+00 8.040774698824673106e-01 6.343016934349591018e+00 -1.174253607544415434e+00
2.573040329314168151e+00 8.037854955965489934e-01 6.325651244495113623e+00 -1.173015035408302209e+00
2.571520899368798574e+00 8.034925615358855522e-01 6.308282879508702479e+00 -1.171773415764671089e+00
2.570000147483013642e+00 8.031986629447342985e-01 6.290911835412453357e+00 -1.170528735186931124e+00
2.568478071099164151e+00 8.029037950377696520e-01 6.273538108253733370e+00 -1.169280980164685291e+00
2.566954667659569367e+00 8.026079529998939588e-01 6.256161694105958126e+00 -1.168030137103067467e+00
2.565429934606728857e+00 8.023111319860474211e-01 6.238782589069466589e+00 -1.166776192322048322e+00
2.563903869383511225e+00 8.020133271210194703e-01 6.221400789272357734e+00 -1.165519132055748308e+00
2.562376469433368609e+00 8.017145334992572536e-01 6.204016290871384953e+00 -1.164258942451737777e+00
2.560847732200548510e+00 8.014147461846744536e-01 6.186629090052838009e+00 -1.162995609570332656e+00
2.559317655190002316e+00 8.011139602131251980e-01 6.169239183123255366e+00 -1.161729119347550521e+00
2.557786235729415214e+00 8.008121705815818281e-01 6.151846566151673024e+00 -1.160459457739387190e+00
2.556253471325891535e+00 8.005093722638476628e-01 6.134451235507854427e+00 -1.159186610504076231e+00
2.554719359429128200e+00 8.002055601997888346e-01 6.117053187505624656e+00 -1.157910563345709187e+00
2.553183897490777898e+00 7.999007292977797778e-01 6.099652418493096917e+00 -1.156631301877483642e+00
2.551647082964710656e+00 7.995948744345100501e-01 6.082248924853726813e+00 -1.155348811620951377e+00
2.550108913307282510e+00 7.992879904547918191e-01 6.064842703007373714e+00 -1.154063078005260756e+00
2.548569385977595303e+00 7.989800721713674614e-01 6.047433749411325721e+00 -1.152774086366390005e+00
2.547028498437785338e+00 7.986711143647167166e-01 6.030022060561423203e+00 -1.151481821946372053e+00
2.545486248153299158e+00 7.983611117828636194e-01 6.012607632993129059e+00 -1.150186269892510937e+00
2.543942632593204412e+00 7.980500591411838762e-01 5.995190463282728643e+00 -1.148887415256592437e+00
2.542397649230477175e+00 7.977379511222129072e-01 5.977770548048419563e+00 -1.147585242994082710e+00
2.540851295542335464e+00 7.974247823754528897e-01 5.960347883951567560e+00 -1.146279737963318723e+00
2.539303569010539885e+00 7.971105475171805788e-01 5.942922467697857591e+00 -1.144970884924695342e+00
2.537754467121742685e+00 7.967952411302551274e-01 5.925494296038571029e+00 -1.143658668539835555e+00
2.536203987367825263e+00 7.964788577639276834e-01 5.908063365771845987e+00 -1.142343073370757356e+00
2.534652127246250775e+00 7.961613919336486545e-01 5.890629673743973171e+00 -1.141024083879030204e+00
2.533098884260427397e+00 7.958428381208785263e-01 5.873193216850708609e+00 -1.139701684424920147e+00
2.531544255920080477e+00 7.955231907728961271e-01 5.855753992038627231e+00 -1.138375859266530954e+00
2.529988239741645994e+00 7.952024443026113332e-01 5.838311996306537743e+00 -1.137046592558927705e+00
2.528430833248655141e+00 7.948805930883738879e-01 5.820867226706829989e+00 -1.135713868353258826e+00
2.526872033972157094e+00 7.945576314737867740e-01 5.803419680347002618e+00 -1.134377670595864140e+00
