1.364606745874893612e+00 9.178852774747618959e-01 -1.983023619815936556e+00 3.534362968658743415e-02
1.364316187830300064e+00 9.177747503094322301e-01 -1.982090991629398946e+00 3.540415583069758676e-02
1.364025297075204701e+00 9.176640004604003087e-01 -1.981157174163284740e+00 3.546483804310781446e-02
1.363734072881836346e+00 9.175530273437142448e-01 -1.980222164927248452e+00 3.552567686009110159e-02
1.363442514538686590e+00 9.174418303738073321e-01 -1.979285961408567385e+00 3.558667282016723249e-02
1.363150621332176460e+00 9.173304089632628999e-01 -1.978348561087915902e+00 3.564782646417110484e-02
1.362858392546635544e+00 9.172187625228083174e-01 -1.977409961439341224e+00 3.570913833526460218e-02
1.362565827464328860e+00 9.171068904613076667e-01 -1.976470159930244330e+00 3.577060897894867447e-02
1.362272925365384246e+00 9.169947921857556361e-01 -1.975529154021379741e+00 3.583223894307564078e-02
1.361979685527859862e+00 9.168824671012704153e-01 -1.974586941166818654e+00 3.589402877786119356e-02
1.361686107227701781e+00 9.167699146110871444e-01 -1.973643518813937403e+00 3.595597903589662497e-02
1.361392189738720893e+00 9.166571341165504760e-01 -1.972698884403411901e+00 3.601809027216139325e-02
1.361097932332619109e+00 9.165441250171085796e-01 -1.971753035369178786e+00 3.608036304403548084e-02
1.360803334278962495e+00 9.164308867103058143e-01 -1.970805969138439862e+00 3.614279791131183583e-02
1.360508394845188818e+00 9.163174185917755121e-01 -1.969857683131628789e+00 3.620539543620896611e-02
1.360213113296575571e+00 9.162037200552340943e-01 -1.968908174762407759e+00 3.626815618338369296e-02
1.359917488896260407e+00 9.160897904924724111e-01 -1.967957441437636623e+00 3.633108071994380073e-02
1.359621520905241798e+00 9.159756292933508570e-01 -1.967005480557355357e+00 3.639416961546067947e-02
1.359325208582321753e+00 9.158612358457907110e-01 -1.966052289514788942e+00 3.645742344198266149e-02
1.359028551184150668e+00 9.157466095357679192e-01 -1.965097865696302515e+00 3.652084277404767793e-02
1.358731547965191799e+00 9.156317497473053235e-01 -1.964142206481403585e+00 3.658442818869632462e-02
1.358434198177734142e+00 9.155166558624666662e-01 -1.963185309242702958e+00 3.664818026548505997e-02
1.358136501071867563e+00 9.154013272613483743e-01 -1.962227171345931387e+00 3.671209958649947896e-02
1.357838455895483021e+00 9.152857633220730094e-01 -1.961267790149885393e+00 3.677618673636744162e-02
1.357540061894278116e+00 9.151699634207821621e-01 -1.960307163006427933e+00 3.684044230227256911e-02
1.357241318311719791e+00 9.150539269316283475e-01 -1.959345287260487067e+00 3.690486687396776766e-02
1.356942224389075191e+00 9.149376532267692319e-01 -1.958382160249994453e+00 3.696946104378861370e-02
1.356642779365367479e+00 9.148211416763590842e-01 -1.957417779305921979e+00 3.703422540666712059e-02
1.356342982477390269e+00 9.147043916485420034e-01 -1.956452141752222040e+00 3.709916056014544994e-02
1.356042832959709399e+00 9.145874025094449244e-01 -1.955485244905821318e+00 3.716426710438945624e-02
1.355742330044641397e+00 9.144701736231696243e-01 -1.954517086076620114e+00 3.722954564220298801e-02
1.355441472962235938e+00 9.143527043517856168e-01 -1.953547662567454157e+00 3.729499677904158511e-02
1.355140260940290720e+00 9.142349940553223808e-01 -1.952576971674089279e+00 3.736062112302658555e-02
1.354838693204328148e+00 9.141170420917631434e-01 -1.951605010685204533e+00 3.742641928495933634e-02
1.354536768977615324e+00 9.139988478170359976e-01 -1.950631776882356005e+00 3.749239187833526554e-02
1.354234487481106530e+00 9.138804105850065751e-01 -1.949657267539991912e+00 3.755853951935858581e-02
1.353931847933495636e+00 9.137617297474714961e-01 -1.948681479925403082e+00 3.762486282695610279e-02
1.353628849551161473e+00 9.136428046541498205e-01 -1.947704411298730287e+00 3.769136242279242516e-02
1.353325491548183823e+00 9.135236346526762752e-01 -1.946726058912932933e+00 3.775803893128391875e-02
1.353021773136338535e+00 9.134042190885927059e-01 -1.945746420013773070e+00 3.782489297961393049e-02
1.352717693525085974e+00 9.132845573053410826e-01 -1.944765491839800076e+00 3.789192519774697843e-02
1.352413251921536386e+00 9.131646486442555055e-01 -1.943783271622344655e+00 3.795913621844449609e-02
1.352108447530511626e+00 9.130444924445546562e-01 -1.942799756585471549e+00 3.802652667727868252e-02
1.351803279554451009e+00 9.129240880433342475e-01 -1.941814943945997518e+00 3.809409721264855192e-02
1.351497747193478149e+00 9.128034347755584754e-01 -1.940828830913448932e+00 3.816184846579454698e-02
1.351191849645341003e+00 9.126825319740532461e-01 -1.939841414690061994e+00 3.822978108081403342e-02
1.350885586105444292e+00 9.125613789694976274e-01 -1.938852692470746986e+00 3.829789570467653781e-02
1.350578955766831069e+00 9.124399750904161888e-01 -1.937862661443082724e+00 3.836619298723895760e-02
