6.511907171416749129e+00 -1.552007730606690172e+00 5.323797501416502875e-01
6.505819382454569144e+00 -1.550884011660745188e+00 5.321972429450182451e-01
6.499726766617097695e+00 -1.549757665758928038e+00 5.320140467265407347e-01
6.493629314345246151e+00 -1.548628682003713841e+00 5.318301576815782639e-01
6.487527016060428586e+00 -1.547497049434333860e+00 5.316455719793422574e-01
6.481419862164300660e+00 -1.546362757026154222e+00 5.314602857613873743e-01
6.475307843038731193e+00 -1.545225793690197635e+00 5.312742951413795822e-01
6.469190949045766637e+00 -1.544086148272660219e+00 5.310875962048661192e-01
6.463069170528023655e+00 -1.542943809554458312e+00 5.309001850089786201e-01
6.456942497808427994e+00 -1.541798766250712882e+00 5.307120575822324993e-01
6.450810921190528902e+00 -1.540651007010287898e+00 5.305232099242357391e-01
6.444674430958420075e+00 -1.539500520415277629e+00 5.303336380054549659e-01
6.438533017376951051e+00 -1.538347294980526581e+00 5.301433377669391156e-01
6.432386670691684571e+00 -1.537191319153112135e+00 5.299523051200741852e-01
6.426235381129090207e+00 -1.536032581311851386e+00 5.297605359463011254e-01
6.420079138896617188e+00 -1.534871069766788221e+00 5.295680260968558262e-01
6.413917934182754799e+00 -1.533706772758677062e+00 5.293747713924967790e-01
6.407751757157158501e+00 -1.532539678458462618e+00 5.291807676232314073e-01
6.401580597970705000e+00 -1.531369774966756969e+00 5.289860105480455044e-01
6.395404446755753369e+00 -1.530197050313318874e+00 5.287904958945990330e-01
6.389223293625938105e+00 -1.529021492456501097e+00 5.285942193589927562e-01
6.383037128676670058e+00 -1.527843089282736821e+00 5.283971766054217367e-01
6.376845941984887745e+00 -1.526661828605973437e+00 5.281993632659426341e-01
6.370649723609468573e+00 -1.525477698167144514e+00 5.280007749401379735e-01
6.364448463591164007e+00 -1.524290685633607811e+00 5.278014071948496921e-01
6.358242151952795851e+00 -1.523100778598585503e+00 5.276012555638689427e-01
6.352030778699385927e+00 -1.521907964580608619e+00 5.274003155476364446e-01
6.345814333818196040e+00 -1.520712231022939287e+00 5.271985826129510500e-01
6.339592807279045950e+00 -1.519513565293012958e+00 5.269960521926355668e-01
6.333366189034286720e+00 -1.518311954681847098e+00 5.267927196852486560e-01
6.327134469018972140e+00 -1.517107386403459435e+00 5.265885804547693061e-01
6.320897637151114523e+00 -1.515899847594291305e+00 5.263836298302635441e-01
6.314655683331695357e+00 -1.514689325312599921e+00 5.261778631055794575e-01
6.308408597444874033e+00 -1.513475806537863955e+00 5.259712755390187899e-01
6.302156369358171695e+00 -1.512259278170181354e+00 5.257638623530060951e-01
6.295898988922656869e+00 -1.511039727029662938e+00 5.255556187337516727e-01
6.289636445972947243e+00 -1.509817139855798462e+00 5.253465398309405954e-01
6.283368730327624441e+00 -1.508591503306861314e+00 5.251366207573610057e-01
