# sigma, u, d0, d1
1.184281932068993681e+00 5.391211540615428177e-01 -1.403985524623880599e+00 1.091988741374129379e+00
1.189400929757647773e+00 5.424965565273355272e-01 -1.400697841467093196e+00 1.089431654474405819e+00
1.194576687903081691e+00 5.459131903099032623e-01 -1.397388161807358253e+00 1.086857459183500962e+00
1.199810201100923734e+00 5.493718016760043010e-01 -1.394056228274984210e+00 1.084265955324987818e+00
1.205102487625084651e+00 5.528731547747417485e-01 -1.390701779380667746e+00 1.081656939518297111e+00
1.210454590138231534e+00 5.564180321711155175e-01 -1.387324549435255960e+00 1.079030205116310315e+00
1.215867576427955177e+00 5.600072353986530471e-01 -1.383924268467766838e+00 1.076385542141596430e+00
1.221342540169708890e+00 5.636415855319077961e-01 -1.380500662141629586e+00 1.073722737221267653e+00
1.226880601717663000e+00 5.673219237796643943e-01 -1.377053451669120188e+00 1.071041573520426615e+00
1.232482908924669385e+00 5.710491120997234216e-01 -1.373582353723936000e+00 1.068341830674172543e+00
1.238150637992586844e+00 5.748240338361805257e-01 -1.370087080351889419e+00 1.065623284718136166e+00
1.243884994354284901e+00 5.786475943801617783e-01 -1.366567338879663529e+00 1.062885708017516029e+00
1.249687213588703383e+00 5.825207218550267907e-01 -1.363022831821607328e+00 1.060128869194583601e+00
1.255558562370419962e+00 5.864443678270901961e-01 -1.359453256784513009e+00 1.057352533054621180e+00
1.261500339455243980e+00 5.904195080429781584e-01 -1.355858306370352873e+00 1.054556460510274407e+00
1.267513876703439957e+00 5.944471431947817575e-01 -1.352237668076918586e+00 1.051740408504269864e+00
1.273600540142254323e+00 5.985282997142312711e-01 -1.348591024196337473e+00 1.048904129930484652e+00
1.279761731069515962e+00 6.026640305971799894e-01 -1.344918051711408546e+00 1.046047373553317561e+00
1.285998887200166640e+00 6.068554162597429302e-01 -1.341218422189733195e+00 1.043169883925348040e+00
1.292313483857671974e+00 6.111035654275155382e-01 -1.337491801675583236e+00 1.040271401303231258e+00
1.298707035212368410e+00 6.154096160593632847e-01 -1.333737850579480133e+00 1.037351661561817906e+00
1.305181095568910710e+00 6.197747363073512483e-01 -1.329956223565430751e+00 1.034410396106446139e+00
1.311737260705091002e+00 6.242001255144672411e-01 -1.326146569435787903e+00 1.031447331783390542e+00
1.318377169264432158e+00 6.286870152518759802e-01 -1.322308531013686839e+00 1.028462190788423047e+00
1.325102504205078358e+00 6.332366703975350619e-01 -1.318441745023022804e+00 1.025454690573462280e+00
1.331914994307640931e+00 6.378503902580999751e-01 -1.314545841965927497e+00 1.022424543751277115e+00
1.338816415744812360e+00 6.425295097361488628e-01 -1.310620445997701777e+00 1.019371457998212716e+00
1.345808593715698054e+00 6.472754005448660974e-01 -1.306665174799169993e+00 1.016295135954909945e+00
1.352893404147990530e+00 6.520894724724388691e-01 -1.302679639446409743e+00 1.013195275124985528e+00
1.360072775471280471e+00 6.569731746985509879e-01 -1.298663444277833534e+00 1.010071567771648304e+00
1.367348690464977201e+00 6.619279971654772332e-01 -1.294616186758568155e+00 1.006923700812219602e+00
1.374723188184506562e+00 6.669554720064241327e-01 -1.290537457342110672e+00 1.003751355710530646e+00
1.382198365969672604e+00 6.720571750339244810e-01 -1.286426839329222638e+00 1.000554208367173237e+00
1.389776381539270300e+00 6.772347272912221383e-01 -1.282283908724026311e+00 9.973319290075761678e-01
1.397459455176284449e+00 6.824897966697770491e-01 -1.278108234087283801e+00 9.940841820678874008e-01
1.405249872008258460e+00 6.878240995961818482e-01 -1.273899376386818938e+00 9.908106260786367914e-01
1.413149984387671365e+00 6.932394027919727142e-01 -1.269656888845065668e+00 9.875109135461622722e-01
1.421162214377462041e+00 6.987375251100240714e-01 -1.265380316783718762e+00 9.841846908317812836e-01
1.429289056347116116e+00 7.043203394514260252e-01 -1.261069197465463754e+00 9.808315980286940183e-01
1.437533079685083592e+00 7.099897747669672299e-01 -1.256723059932775000e+00 9.774512688366027158e-01
1.445896931633604554e+00 7.157478181475984691e-01 -1.252341424843768536e+00 9.740433304340420095e-01
1.454383340252421108e+00 7.215965170085081315e-01 -1.247923804305101747e+00 9.706074033484123342e-01
1.462995117518203436e+00 7.275379813717104405e-01 -1.243469701701916508e+00 9.671431013237128393e-01
1.471735162566978783e+00 7.335743862523587122e-01 -1.238978611524829132e+00 9.636500311859782508e-01
1.480606465087269008e+00 7.397079741542890163e-01 -1.234450019193974235e+00 9.601277927064243434e-01
1.489612108872121921e+00 7.459410576806652093e-01 -1.229883400880120714e+00 9.565759784623160122e-01
1.498755275538749210e+00 7.522760222659318208e-01 -1.225278223322872728e+00 9.529941736955676035e-01
1.508039248425005363e+00 7.587153290356822843e-01 -1.220633943645993646e+00 9.493819561691061448e-01
1.517467416672557468e+00 7.652615178014566810e-01 -1.215950009169884050e+00 9.457388960210211248e-01
1.527043279507185769e+00 7.719172101979369094e-01 -1.211225857221262636e+00 9.420645556165375689e-01
1.536770450727357185e+00 7.786851129704585039e-01 -1.206460914940102214e+00 9.383584893978574870e-01
1.546652663412925399e+00 7.855680214212954482e-01 -1.201654599083890940e+00 9.346202437319149903e-01
1.556693774866576341e+00 7.925688230237102339e-01 -1.196806315829300527e+00 9.308493567561226811e-01
1.566897771801479156e+00 7.996905012133151969e-01 -1.191915460571336460e+00 9.270453582221506172e-01
1.577268775789490984e+00 8.069361393669911564e-01 -1.186981417720092802e+00 9.232077693378497596e-01
1.587811048985213747e+00 8.143089249802073493e-01 -1.182003560495221040e+00 9.193361026073941789e-01
1.598529000142265399e+00 8.218121540543661396e-01 -1.176981250718247107e+00 9.154298616697477131e-01
1.609427190939187291e+00 8.294492357065652577e-01 -1.171913838602894886e+00 9.114885411355848621e-01
1.620510342633648238e+00 8.372236970149922186e-01 -1.166800662543581613e+00 9.075116264227856000e-01
1.631783343064878045e+00 8.451391881141018247e-01 -1.161641048902279039e+00 9.034985935906614252e-01
1.643251254013194718e+00 8.531994876749110501e-01 -1.156434311867822418e+00 8.994489092305285594e-01
1.654919319013729018e+00 8.614085080713143050e-01 -1.151179752947296464e+00 8.953620300701194967e-01
1.666792971464196693e+00 8.697703020230933557e-01 -1.145876661184912937e+00 8.912374031438211608e-01
1.678877843297587047e+00 8.782890683889580385e-01 -1.140524312656800987e+00 8.870744653997341134e-01
1.691179774065367569e+00 8.869691588742292243e-01 -1.135121970324788787e+00 8.828726435859468591e-01
1.703704820533932018e+00 8.958150849821137074e-01 -1.129668883818842007e+00 8.786313540813216472e-01
1.716459266814563289e+00 9.048315253459098262e-01 -1.124164289219930835e+00 8.743500027266128960e-01
1.729449635061661716e+00 9.140233334666875153e-01 -1.118607408843746098e+00 8.700279846562469777e-01
1.742682696776552520e+00 9.233955458828069229e-01 -1.112997451025731888e+00 8.656646841311248508e-01
1.756165484757016504e+00 9.329533907996158115e-01 -1.107333609907934724e+00 8.612594743728381186e-01
1.769905305735755441e+00 9.427022972098246800e-01 -1.101615065228223944e+00 8.568117173997298330e-01
1.783909753754300942e+00 9.526479045373763554e-01 -1.095840982112483708e+00 8.523207638652650076e-01
1.798186724322512697e+00 9.627960728401789847e-01 -1.090010510870423666e+00 8.477859528992184313e-01
1.812744429417732395e+00 9.731528936098189364e-01 -1.084122786795724824e+00 8.432066119522304559e-01
1.827591413381931762e+00 9.837247012093827125e-01 -1.078176929971284448e+00 8.385820566443322743e-01
1.842736569779872990e+00 9.945180849937864664e-01 -1.072172045080392211e+00 8.339115906180828430e-01
1.858189159286371739e+00 1.005539902160589083e+00 -1.066107221224740442e+00 8.291945053970203316e-01
1.873958828676314026e+00 1.016797291383153112e+00 -1.059981531750247674e+00 8.244300802501927095e-01
1.890055630997140135e+00 1.028297687282291317e+00 -1.053794034081737330e+00 8.196175820635734910e-01
1.906490047010150457e+00 1.040048835797181548e+00 -1.047543769567619076e+00 8.147562652192591459e-01
1.923273007994239725e+00 1.052058810521440346e+00 -1.041229763335788316e+00 8.098453714833908634e-01
1.940415920013624174e+00 1.064336030075823780e+00 -1.034851024162067867e+00 8.048841299038305142e-01
1.957930689759848741e+00 1.076889276595157652e+00 -1.028406544352607588e+00 7.998717567186949262e-01
1.975829752087938651e+00 1.089727715413812748e+00 -1.021895299641768284e+00 7.948074552769309742e-01
1.994126099377068861e+00 1.102860916041438655e+00 -1.015316249107122815e+00 7.896904159722065719e-01
2.012833312857694512e+00 1.116298874528787843e+00 -1.008668335103334979e+00 7.845198161914829216e-01
2.031965596059825518e+00 1.130052037332409887e+00 -1.001950483216800469e+00 7.792948202797336243e-01
2.051537810551153918e+00 1.144131326796858472e+00 -9.951616022430516129e-01 7.740145795223735137e-01
2.071565514149220633e+00 1.158548168383932930e+00 -9.883005841891017162e-01 7.686782321470790880e-01
2.092065001808916413e+00 1.173314519790486177e+00 -9.813663043030134148e-01 7.632849033467882238e-01
2.113053349405504378e+00 1.188442902109634769e+00 -9.743576211331596015e-01 7.578337053257907518e-01
2.134548460654275726e+00 1.203946433204908351e+00 -9.672733766197948446e-01 7.523237373709515952e-01
2.156569117431145433e+00 1.219838863483184488e+00 -9.601123962217305019e-01 7.467540859502348471e-01
2.179135033784216358e+00 1.236134614270360643e+00 -9.528734890810813818e-01 7.411238248408410501e-01
2.202266913954908922e+00 1.252848819013811399e+00 -9.455554482292429785e-01 7.354320152894111562e-01
2.225986514759062729e+00 1.269997367558062473e+00 -9.381570508374463824e-01 7.296777062069026432e-01
2.250316712713805067e+00 1.287596953765025587e+00 -9.306770585154447994e-01 7.238599344009014613e-01
2.275281576335455913e+00 1.305665126777935114e+00 -9.231142176620854567e-01 7.179777248482887009e-01
2.300906444077844171e+00 1.324220346259182834e+00 -9.154672598717426002e-01 7.120300910113553927e-01
2.327218008429674079e+00 1.343282041966956664e+00 -9.077349024008048994e-01 7.060160352006260576e-01
2.354244406744830709e+00 1.362870678074504793e+00 -8.999158486986310601e-01 6.999345489878241455e-01
2.382015319441376455e+00 1.383007822679458876e+00 -8.920087890076244808e-01 6.937846136725969171e-01
2.410562076274540111e+00 1.403716222999667806e+00 -8.840124010373058283e-01 6.875652008067933973e-01
2.439917771467221996e+00 1.425019886807142422e+00 -8.759253507174947773e-01 6.812752727802736663e-01
2.470117388569605499e+00 1.446944170713829303e+00 -8.677462930359545190e-01 6.749137834724090457e-01
2.501197936018959123e+00 1.469515875993101517e+00 -8.594738729660720278e-01 6.684796789736116018e-01
2.533198594483016208e+00 1.492763352700098523e+00 -8.511067264903924290e-01 6.619718983814162350e-01
2.566160877197629198e+00 1.516716612943883158e+00 -8.426434817260308741e-01 6.553893746758017169e-01
2.600128804653675463e+00 1.541407454266225496e+00 -8.340827601582123663e-01 6.487310356786096799e-01
2.635149095152187204e+00 1.566869594197592752e+00 -8.254231779883811626e-01 6.419958051020743239e-01
2.671271372933350374e+00 1.593138817192751855e+00 -8.166633476035113359e-01 6.351826036916199403e-01
2.708548395797944597e+00 1.620253135298744596e+00 -8.078018791734082882e-01 6.282903504682064710e-01
2.747036304383076999e+00 1.648252964079862215e+00 -7.988373823829365561e-01 6.213179640756173461e-01
2.786794895532707539e+00 1.677181315521084404e+00 -7.897684683062092814e-01 6.142643642381627744e-01
2.827887922523165010e+00 1.707084009857344320e+00 -7.805937514298577629e-01 6.071284733343338402e-01
2.870383425271494815e+00 1.738009908535786741e+00 -7.713118518325174922e-01 5.999092180919580741e-01
2.914354094078209112e+00 1.770011170817664459e+00 -7.619213975276605266e-01 5.926055314104026195e-01
2.959877670945484152e+00 1.803143536872491737e+00 -7.524210269768223380e-01 5.852163543153062752e-01
3.007037393078567433e+00 1.837466640617696045e+00 -7.428093917801280588e-01 5.777406380512106754e-01
3.055922483835990189e+00 1.873044356022097290e+00 -7.330851595508234286e-01 5.701773463173070988e-01
3.106628697159607988e+00 1.909945181132733483e+00 -7.232470169802102111e-01 5.625254576512745963e-01
3.159258922408561876e+00 1.948242664716011596e+00 -7.132936730990008245e-01 5.547839679658894685e-01
3.213923857565920805e+00 1.988015881142921160e+00 -7.032238627406269815e-01 5.469518932427099855e-01
3.270742760012228523e+00 2.029349960014674270e+00 -6.930363502114383900e-01 5.390282723866743897e-01
3.329844285502041146e+00 2.072336678044816694e+00 -6.827299331720004805e-01 5.310121702448893366e-01
3.391367427680727076e+00 2.117075121917171732e+00 -6.723034467328906638e-01 5.229026807922483311e-01
3.455462572492648210e+00 2.163672432263369583e+00 -6.617557677673958638e-01 5.146989304857523262e-01
3.522292684222819936e+00 2.212244640595414591e+00 -6.510858194425045431e-01 5.064000817886146200e-01
3.592034642762970797e+00 2.262917613044613141e+00 -6.402925759684078288e-01 4.980053368643171940e-01
3.664880755099359178e+00 2.315828117167291644e+00 -6.293750675651561544e-01 4.895139414395658917e-01
3.741040468121143103e+00 2.371125030954079005e+00 -6.183323856387347162e-01 4.809251888301269706e-01
3.820742314938144091e+00 2.428970716605060254e+00 -6.071636881230791927e-01 4.722384240957282486e-01
3.904236132227352662e+00 2.489542585936374675e+00 -5.958682050603018032e-01 4.634530483802346557e-01
3.991795593807148990e+00 2.553034890364885179e+00 -5.844452445527344997e-01 4.545685235410156788e-01
4.083721115559188597e+00 2.619660771255803766e+00 -5.728941985242503865e-01 4.455843766299725228e-01
4.180343195092940611e+00 2.689654618944701259e+00 -5.612145489019788602e-01 4.365002047015391073e-01
4.282026265036767754e+00 2.763274794484976926e+00 -5.494058738831998356e-01 4.273156796869332363e-01
4.389173154383402498e+00 2.840806781226590694e+00 -5.374678543284796550e-01 4.180305533665952811e-01
4.502230272916859732e+00 2.922566847568709658e+00 -5.254002802574723185e-01 4.086446624224784885e-01
4.621693659317958058e+00 3.008906320306328652e+00 -5.132030574196537742e-01 3.991579335486196145e-01
4.748116065697772115e+00 3.100216590719707455e+00 -5.008762139076318176e-01 3.895703885948246792e-01
4.882115291934572276e+00 3.196935004307059458e+00 -4.884199067809256722e-01 3.798821497184977636e-01
5.024384034669617805e+00 3.299551821623223802e+00 -4.758344286899790498e-01 3.700934445366503289e-01
5.175701582207573814e+00 3.408618484464116527e+00 -4.631202144582889368e-01 3.602046112453358151e-01
5.336947773270502182e+00 3.524757482277382614e+00 -4.502778474711626178e-01 3.502161035886819929e-01
5.509119747178193194e+00 3.648674192375333192e+00 -4.373080659067862808e-01 3.401284957052781999e-01
5.693352158358306880e+00 3.781171170217584532e+00 -4.242117688265333308e-01 3.299424868650814857e-01
5.890941714183242972e+00 3.923165500169223385e+00 -4.109900225348234182e-01 3.196589064159737759e-01
6.103377204246055676e+00 4.075710012719174102e+00 -3.976440640190583853e-01 3.092787164592676885e-01
6.332376382096072120e+00 4.240019378985222076e+00 -3.841753089973718449e-01 2.988030181090670090e-01
6.579931774693810631e+00 4.417502487521542065e+00 -3.705853547232774714e-01 2.882330536736603110e-01
6.848367905612292361e+00 4.609802906821852453e+00 -3.568759846232044675e-01 2.775702102624924006e-01
7.140413453341865058e+00 4.818849905847243598e+00 -3.430491719302533604e-01 2.668160226124192680e-01
7.459293091422593669e+00 5.046923391236439294e+00 -3.291070825994030780e-01 2.559721753550913137e-01
7.808845550051011664e+00 5.296737390802216616e+00 -3.150520782609495529e-01 2.450405053140718714e-01
8.193677147961100360e+00 5.571548605939208088e+00 -3.008867165269237809e-01 2.340230017431629284e-01
8.619363732547366652e+00 5.875299211709328340e+00 -2.866137531750467815e-01 2.229218080250363609e-01
9.092719988893316341e+00 6.212807281840601270e+00 -2.722361416178560312e-01 2.117392212583324718e-01
9.622163792303718211e+00 6.590024421988713854e+00 -2.577570318023997831e-01 2.004776914018664979e-01
1.021821716303944783e+01 7.014390000808663039e+00 -2.431797689369163129e-01 1.891398202842682619e-01
1.089420765311189321e+01 7.495327100557164002e+00 -2.285078901479228042e-01 1.777283590039399341e-01
1.166727027166819042e+01 8.044950989206046899e+00 -2.137451213287760166e-01 1.662462054779368925e-01
1.255981188505664470e+01 8.679104605825425978e+00 -1.988953721300738275e-01 1.546964005456130109e-01
1.360170778692034688e+01 9.418911772543879124e+00 -1.839627304640814864e-01 1.430821236942855790e-01
1.483369643433523422e+01 1.029317763486918480e+01 -1.689514555642050719e-01 1.314066876610483769e-01
1.631281097928370727e+01 1.134222933862282545e+01 -1.538659706195060761e-01 1.196735327040602814e-01
1.812143220338305483e+01 1.262431738166268502e+01 -1.387108514586916086e-01 1.078862178012045953e-01
2.038312887596783085e+01 1.422681664606140828e+01 -1.234908297692643570e-01 9.604842315387226992e-02
2.329208201426133940e+01 1.628703208748531139e+01 -1.082107573378170706e-01 8.416392237385772468e-02
2.717192339544935109e+01 1.903380425766377471e+01 -9.287562017371359113e-02 7.223659346844389650e-02
3.260518929788803888e+01 2.287904672324385658e+01 -7.749051387493695320e-02 6.027039968050651453e-02
4.075695035794653620e+01 2.864658697763595541e+01 -6.206063351817414642e-02 4.826938162524655601e-02
5.145947316193075949e+01 3.624627724506888882e+01 -4.915092592540817179e-02 3.822849677955853648e-02
6.622758252831668813e+01 4.675829306284849451e+01 -3.815163591878861782e-02 2.967349007314305787e-02
8.154934880791681451e+01 5.774255261974770548e+01 -3.089731878900895193e-02 2.403124302046894673e-02
1.029886179695673007e+02 7.313617409867170238e+01 -2.438858667359096802e-02 1.896889331980405879e-02
