1.409531229140235542e+00 6.642073484916255488e-01 5.415793302455532143e-02
1.409483454241760025e+00 6.640410066335433736e-01 5.414723915650913183e-02
1.409340133764433789e+00 6.635420238220574030e-01 5.411516018960466773e-02
1.409101280371059639e+00 6.627105283741420161e-01 5.406170403739412461e-02
1.408766915194141767e+00 6.615467342262241202e-01 5.398688389405075644e-02
1.408337067877870386e+00 6.600509410516529618e-01 5.389071824206430328e-02
1.407811776637021728e+00 6.582235344222644446e-01 5.377323086284439835e-02
1.407191088333045625e+00 6.560649860167410141e-01 5.363445085039572624e-02
1.406475058567582925e+00 6.535758538754927738e-01 5.347441262805239376e-02
1.405663751793729821e+00 6.507567827021980555e-01 5.329315596828227558e-02
1.404757241445417248e+00 6.476085042121136892e-01 5.309072601557628113e-02
1.403755610085326122e+00 6.441318375273156205e-01 5.286717331243231260e-02
1.402658949571821134e+00 6.403276896189989964e-01 5.262255382845334312e-02
1.401467361245426702e+00 6.361970557969623963e-01 5.235692899256968319e-02
1.400180956135440136e+00 6.317410202464054381e-01 5.207036572840043065e-02
1.398799855187294883e+00 6.269607566120743991e-01 5.176293649277679404e-02
1.397324189511371051e+00 6.218575286299178329e-01 5.143471931740975500e-02
1.395754100653979535e+00 6.164326908060436816e-01 5.108579785376109877e-02
1.394089740891273355e+00 6.106876891431640697e-01 5.071626142105909590e-02
1.392331273538317760e+00 6.046240619316789466e-01 5.032620505810036365e-02
1.390478873323720332e+00 5.982434405041205938e-01 4.991572957546096256e-02
1.388532726711544596e+00 5.915475501960182347e-01 4.948494161613711806e-02
1.386493032324393360e+00 5.845382111999273267e-01 4.903395371429326854e-02
1.384360001358006409e+00 5.772173395382128591e-01 4.856288435954742022e-02
1.382133858031015849e+00 5.695869480664080831e-01 4.807185806387456739e-02
1.379814840063955828e+00 5.616491475202141093e-01 4.756100543154156979e-02
1.377403199188496297e+00 5.534061476048534045e-01 4.703046323201181406e-02
1.374899201687874051e+00 5.448602581253262356e-01 4.648037447573982045e-02
1.372303128969480923e+00 5.360138901557689461e-01 4.591088849276042660e-02
1.369615278170548622e+00 5.268695572458247378e-01 4.532216101395897256e-02
1.366835962797833037e+00 5.174298766615997858e-01 4.471435425488369531e-02
1.363965513402167984e+00 5.076975706583982673e-01 4.408763700194172352e-02
1.361004278288689529e+00 4.976754677820003359e-01 4.344218470079622835e-02
1.357952624263471408e+00 4.873665041948461174e-01 4.277817954674586337e-02
1.354810937417216143e+00 4.767737250229290291e-01 4.209581057685084227e-02
1.351579623946551401e+00 4.659002857187909963e-01 4.139527376351734289e-02
1.348259111013359268e+00 4.547494534353295759e-01 4.067677210924194181e-02
1.344849847642416663e+00 4.433246084046258417e-01 3.994051574215799066e-02
1.341352305657474764e+00 4.316292453153476871e-01 3.918672201199152605e-02
1.337766980655719307e+00 4.196669746815532287e-01 3.841561558600367632e-02
